generation,maximum_fitness,mean_fitness,quality_diversity,coverage,function_calls,Algorithm,Benchmark,Run
0,0.360696128289428,0.224072018425953,3.13700825796334,9.33333333333333,28,GB-EPI,0,8
1,0.402882485858104,0.231128634404234,8.32063083855243,24,281,GB-EPI,0,8
2,0.403046539670979,0.244877857141106,10.2848699999264,28,518,GB-EPI,0,8
3,0.403046539670979,0.246534997104342,11.5871448639041,31.3333333333333,760,GB-EPI,0,8
4,0.403046539670979,0.25336958737467,12.4151097813588,32.6666666666667,1015,GB-EPI,0,8
5,0.403046539670979,0.260270302140075,13.0135151070037,33.3333333333333,1253,GB-EPI,0,8
6,0.403046539670979,0.265849073652879,13.292453682644,33.3333333333333,1500,GB-EPI,0,8
0,0.112972019902173,0.045461948427427,0.409157535846841,6,23,GB-EPI,1,9
1,0.174178368008255,0.072666647969205,2.17999943907615,20,250,GB-EPI,1,9
2,0.18657914463532,0.091518746586488,3.29467487711356,24,515,GB-EPI,1,9
3,0.210042157823154,0.100597956637139,4.1245162221227,27.3333333333333,723,GB-EPI,1,9
4,0.213194435084558,0.107701896819871,4.73888346007432,29.3333333333333,912,GB-EPI,1,9
5,0.22955452917549,0.116856501592514,5.49225557484816,31.3333333333333,1169,GB-EPI,1,9
6,0.22955452917549,0.122980967948194,5.7801054935651,31.3333333333333,1352,GB-EPI,1,9
7,0.22955452917549,0.124451351164765,5.84921350474398,31.3333333333333,1500,GB-EPI,1,9
0,0.359993972944908,0.221764885541613,1.7741190843329,5.33333333333333,20,GB-BI,0,10
1,0.359993972944908,0.202690679330816,7.09417377657858,23.3333333333333,55,GB-BI,0,10
2,0.359993972944908,0.211121098147326,8.65596502404035,27.3333333333333,91,GB-BI,0,10
3,0.372661918409299,0.217889671261581,10.2408145492943,31.3333333333333,129,GB-BI,0,10
4,0.443254235343718,0.219028364717846,10.9514182358923,33.3333333333333,169,GB-BI,0,10
5,0.443254235343718,0.225770605339649,11.9658420830014,35.3333333333333,209,GB-BI,0,10
6,0.443254235343718,0.233557014231292,12.6120787684898,36,251,GB-BI,0,10
7,0.443254235343718,0.235597955975225,13.9002794025383,39.3333333333333,302,GB-BI,0,10
8,0.443254235343718,0.242284757662254,14.7793702173975,40.6666666666667,351,GB-BI,0,10
9,0.443254235343718,0.244396624686924,15.1525907305893,41.3333333333333,394,GB-BI,0,10
10,0.443254235343718,0.247695216732459,16.1001890876098,43.3333333333333,440,GB-BI,0,10
11,0.443254235343718,0.243680391805892,16.5702666428007,45.3333333333333,489,GB-BI,0,10
12,0.443254235343718,0.246481703495357,17.253719244675,46.6666666666667,543,GB-BI,0,10
13,0.443254235343718,0.247398154396361,17.5652689621416,47.3333333333333,595,GB-BI,0,10
14,0.443254235343718,0.244993627065029,18.3745220298772,50,645,GB-BI,0,10
15,0.443254235343718,0.250447157153436,18.7835367865077,50,695,GB-BI,0,10
16,0.443254235343718,0.24980652857687,19.235102700419,51.3333333333333,751,GB-BI,0,10
17,0.443254235343718,0.252383374094159,19.6859031793444,52,812,GB-BI,0,10
18,0.443254235343718,0.253506856119309,20.2805484895448,53.3333333333333,873,GB-BI,0,10
19,0.443254235343718,0.255424188600082,20.6893592766066,54,927,GB-BI,0,10
20,0.443254235343718,0.255688941694992,20.9664932189894,54.6666666666667,982,GB-BI,0,10
21,0.443254235343718,0.257395370413342,21.1064203738941,54.6666666666667,1033,GB-BI,0,10
22,0.443254235343718,0.255788581131525,21.4862408150481,56,1090,GB-BI,0,10
23,0.443254235343718,0.25706562892583,21.5935128297697,56,1141,GB-BI,0,10
24,0.443254235343718,0.256679318657386,22.0744214045352,57.3333333333333,1193,GB-BI,0,10
25,0.443254235343718,0.258252398866375,22.2097063025083,57.3333333333333,1251,GB-BI,0,10
26,0.443254235343718,0.259091977168475,22.2819100364888,57.3333333333333,1304,GB-BI,0,10
27,0.443254235343718,0.259209288017034,22.810417345499,58.6666666666667,1362,GB-BI,0,10
28,0.443254235343718,0.257305715810729,23.1575144229656,60,1417,GB-BI,0,10
29,0.443254235343718,0.257706473754783,23.1935826379305,60,1478,GB-BI,0,10
30,0.443254235343718,0.258031061363203,23.2227955226883,60,1500,GB-BI,0,10
0,0.139964353785032,0.093553276662359,1.02908604328595,7.33333333333333,26,GB-BI,1,11
1,0.187584534552664,0.073660923258793,2.43081046754018,22,58,GB-BI,1,11
2,0.187584534552664,0.074642442413573,2.91105525412935,26,93,GB-BI,1,11
3,0.187584534552664,0.075844483072558,3.10962380597486,27.3333333333333,125,GB-BI,1,11
4,0.190629251510275,0.079277385782485,3.32965020286439,28,156,GB-BI,1,11
5,0.190629251510275,0.083721058540487,3.8511686928624,30.6666666666667,192,GB-BI,1,11
6,0.190629251510275,0.087932165829753,4.13281179399839,31.3333333333333,226,GB-BI,1,11
7,0.190629251510275,0.093399695837446,4.4831854001974,32,264,GB-BI,1,11
8,0.190629251510275,0.099335406099156,4.86743489885863,32.6666666666667,299,GB-BI,1,11
9,0.190629251510275,0.099452942601255,4.87319418746148,32.6666666666667,329,GB-BI,1,11
10,0.190629251510275,0.103330838459027,5.26987276141036,34,368,GB-BI,1,11
11,0.209923404932287,0.107763408268422,5.4959338216895,34,403,GB-BI,1,11
12,0.209923404932287,0.107549269202326,5.59256199852093,34.6666666666667,441,GB-BI,1,11
13,0.209923404932287,0.109718828662316,5.70537909044042,34.6666666666667,476,GB-BI,1,11
14,0.209923404932287,0.111956490141518,6.04565046764196,36,516,GB-BI,1,11
15,0.209923404932287,0.118134395323195,6.49739174277575,36.6666666666667,553,GB-BI,1,11
16,0.209923404932287,0.119470926883661,6.57090097860136,36.6666666666667,586,GB-BI,1,11
17,0.217254510794915,0.12110718502652,6.90310954651166,38,624,GB-BI,1,11
18,0.217254510794915,0.11960665272408,7.17639916344483,40,671,GB-BI,1,11
19,0.217254510794915,0.118344273678777,7.33734496808416,41.3333333333333,715,GB-BI,1,11
20,0.217254510794915,0.118938680149551,7.49313684942174,42,751,GB-BI,1,11
21,0.240551738691272,0.118727511698523,7.71728826040401,43.3333333333333,792,GB-BI,1,11
22,0.240551738691272,0.11974554217434,7.78346024133213,43.3333333333333,831,GB-BI,1,11
23,0.240551738691272,0.122976231083177,8.11643125148967,44,872,GB-BI,1,11
24,0.240551738691272,0.124631966847831,8.35034177880467,44.6666666666667,911,GB-BI,1,11
25,0.256546468222401,0.125846549379835,8.43171880844898,44.6666666666667,953,GB-BI,1,11
26,0.256546468222401,0.127462144658135,8.66742583675319,45.3333333333333,996,GB-BI,1,11
27,0.256546468222401,0.1313625948782,8.93265645171764,45.3333333333333,1041,GB-BI,1,11
28,0.256546468222401,0.135001475221446,9.18010031505833,45.3333333333333,1092,GB-BI,1,11
29,0.256546468222401,0.131039069839396,9.30377395859708,47.3333333333333,1132,GB-BI,1,11
30,0.256546468222401,0.131851111398672,9.49328002070435,48,1173,GB-BI,1,11
31,0.256546468222401,0.132988746731386,9.57518976465982,48,1216,GB-BI,1,11
32,0.256546468222401,0.134721208176996,9.83464819692073,48.6666666666667,1260,GB-BI,1,11
33,0.256546468222401,0.13470537381082,9.96819766200071,49.3333333333333,1307,GB-BI,1,11
34,0.256546468222401,0.136420386149818,10.0951085750866,49.3333333333333,1355,GB-BI,1,11
35,0.256546468222401,0.138923422183925,10.2803332416104,49.3333333333333,1400,GB-BI,1,11
36,0.256546468222401,0.138373663598389,10.5163984334776,50.6666666666667,1452,GB-BI,1,11
37,0.256546468222401,0.140103297707828,10.7879539235027,51.3333333333333,1500,GB-BI,1,11
0,0.360696128289428,0.211574068822866,2.53888882587439,8,25,GB-BI,0,12
1,0.360696128289428,0.209873161780427,7.55543382409536,24,61,GB-BI,0,12
2,0.360696128289428,0.218678488637012,9.40317501139153,28.6666666666667,99,GB-BI,0,12
3,0.360696128289428,0.218673117885768,10.4963096585169,32,139,GB-BI,0,12
4,0.360696128289428,0.219127631754448,11.1755092194769,34,179,GB-BI,0,12
5,0.360696128289428,0.22255016599064,11.5726086315133,34.6666666666667,219,GB-BI,0,12
6,0.360696128289428,0.225215264422288,12.3868395432259,36.6666666666667,265,GB-BI,0,12
7,0.362674075232259,0.230451458022863,12.9052816492803,37.3333333333333,306,GB-BI,0,12
8,0.362674075232259,0.230421198310987,13.1340083037263,38,350,GB-BI,0,12
9,0.362674075232259,0.232530904056394,13.4867924352709,38.6666666666667,385,GB-BI,0,12
10,0.362674075232259,0.234075218154115,13.8104378710928,39.3333333333333,427,GB-BI,0,12
11,0.362674075232259,0.236026008674954,14.1615605204972,40,467,GB-BI,0,12
12,0.362674075232259,0.235743148621799,14.6160752145516,41.3333333333333,507,GB-BI,0,12
13,0.362674075232259,0.238879060660028,15.2882598822418,42.6666666666667,547,GB-BI,0,12
14,0.362674075232259,0.242648977041829,15.7721835077189,43.3333333333333,590,GB-BI,0,12
15,0.362674075232259,0.244770936914421,16.6444237101806,45.3333333333333,639,GB-BI,0,12
16,0.367189106312997,0.243274120809412,17.7590108190871,48.6666666666667,682,GB-BI,0,12
17,0.373399744270138,0.248524400251058,18.3908056185783,49.3333333333333,739,GB-BI,0,12
18,0.381982417533072,0.25266511951959,18.9498839639692,50,793,GB-BI,0,12
19,0.381982417533072,0.251636927116587,19.1244064608606,50.6666666666667,841,GB-BI,0,12
20,0.381982417533072,0.254376624274084,19.5870000691045,51.3333333333333,897,GB-BI,0,12
21,0.381982417533072,0.249844869529436,20.2374344318843,54,949,GB-BI,0,12
22,0.381982417533072,0.252835861344785,20.4797047689276,54,998,GB-BI,0,12
23,0.381982417533072,0.256875513890918,21.3206676529462,55.3333333333333,1054,GB-BI,0,12
24,0.383068156135854,0.256632745948599,21.5571506596824,56,1104,GB-BI,0,12
25,0.383068156135854,0.256286177319449,22.5531836041115,58.6666666666667,1160,GB-BI,0,12
26,0.383068156135854,0.259377283940872,22.8252009867967,58.6666666666667,1215,GB-BI,0,12
27,0.383068156135854,0.262403962895281,23.0915487347848,58.6666666666667,1271,GB-BI,0,12
28,0.383068156135854,0.262480713520129,23.6232642168116,60,1328,GB-BI,0,12
29,0.383068156135854,0.262891824125334,24.1860478195307,61.3333333333333,1384,GB-BI,0,12
30,0.389820522524723,0.265533162107043,24.4290509138479,61.3333333333333,1447,GB-BI,0,12
31,0.389820522524723,0.266199808677841,24.7565822070392,62,1500,GB-BI,0,12
0,0.13611027071359,0.068850751123416,0.550806008987327,5.33333333333333,19,GB-BI,1,13
1,0.152521985951449,0.061553127919817,1.90814696551433,20.6666666666667,50,GB-BI,1,13
2,0.169228176535601,0.06651581666146,2.86018011644276,28.6666666666667,90,GB-BI,1,13
3,0.185521994262997,0.074711864477841,3.58616949493637,32,132,GB-BI,1,13
4,0.185521994262997,0.082776115030686,4.221581866565,34,175,GB-BI,1,13
5,0.185521994262997,0.089356745242448,4.82526424309222,36,220,GB-BI,1,13
6,0.188276366018334,0.097735547842271,5.47319067916717,37.3333333333333,261,GB-BI,1,13
7,0.195914349157786,0.101894953814533,5.9099073212429,38.6666666666667,308,GB-BI,1,13
8,0.204377865606621,0.107532643778218,6.23689333913663,38.6666666666667,351,GB-BI,1,13
9,0.204377865606621,0.109515878909549,6.46143685566337,39.3333333333333,394,GB-BI,1,13
10,0.222083504714491,0.110141489568614,6.71863086368544,40.6666666666667,439,GB-BI,1,13
11,0.222083504714491,0.111850964692119,7.04661077560351,42,489,GB-BI,1,13
12,0.222083504714491,0.113464159682329,7.48863453903374,44,533,GB-BI,1,13
13,0.225405134726445,0.116910493115953,7.94991353188479,45.3333333333333,579,GB-BI,1,13
14,0.225405134726445,0.117789376617289,8.36304573982749,47.3333333333333,634,GB-BI,1,13
15,0.225405134726445,0.115004181948552,8.6253136461414,50,685,GB-BI,1,13
16,0.225405134726445,0.119318604080995,8.94889530607464,50,741,GB-BI,1,13
17,0.225405134726445,0.11968313699213,9.21560154839401,51.3333333333333,795,GB-BI,1,13
18,0.234550791682234,0.122941239552437,9.46647544553768,51.3333333333333,851,GB-BI,1,13
19,0.234550791682234,0.123383391876194,9.74728795821935,52.6666666666667,906,GB-BI,1,13
20,0.234550791682234,0.124599881627739,9.96799053021913,53.3333333333333,955,GB-BI,1,13
21,0.234550791682234,0.124792651849175,9.98341214793401,53.3333333333333,1008,GB-BI,1,13
22,0.234550791682234,0.125633801240356,10.0507040992285,53.3333333333333,1061,GB-BI,1,13
23,0.234550791682234,0.127460453552019,10.1968362841615,53.3333333333333,1110,GB-BI,1,13
24,0.234550791682234,0.128528353525647,10.4107966355774,54,1164,GB-BI,1,13
25,0.234550791682234,0.129307100080032,10.4738751064826,54,1217,GB-BI,1,13
26,0.234550791682234,0.131544190717608,10.6550794481262,54,1269,GB-BI,1,13
27,0.234550791682234,0.133417880866735,10.8068483502056,54,1320,GB-BI,1,13
28,0.234550791682234,0.133564424518702,10.9522828105335,54.6666666666667,1375,GB-BI,1,13
29,0.234550791682234,0.133850104448894,10.9757085648093,54.6666666666667,1427,GB-BI,1,13
30,0.234550791682234,0.133697336322055,11.0968789147305,55.3333333333333,1481,GB-BI,1,13
31,0.234550791682234,0.13372076595491,11.0988235742575,55.3333333333333,1500,GB-BI,1,13
0,0.359993972944908,0.222273868840734,1.77819095072587,5.33333333333333,25,GB-BI,0,14
1,0.359993972944908,0.206989220977438,6.41666585030058,20.6666666666667,55,GB-BI,0,14
2,0.365710223903481,0.209964814088463,9.44841663398084,30,94,GB-BI,0,14
3,0.376556159944572,0.216636373321511,10.181909546111,31.3333333333333,136,GB-BI,0,14
4,0.376556159944572,0.218886667298404,10.9443333649202,33.3333333333333,173,GB-BI,0,14
5,0.376556159944572,0.222100449267466,12.4376251589781,37.3333333333333,217,GB-BI,0,14
6,0.376556159944572,0.225102976924441,13.281075638542,39.3333333333333,264,GB-BI,0,14
7,0.376556159944572,0.230246919729858,14.5055559429811,42,305,GB-BI,0,14
8,0.386576842450644,0.235934649021705,15.3357521864108,43.3333333333333,353,GB-BI,0,14
9,0.386576842450644,0.234539922888627,15.714174833538,44.6666666666667,403,GB-BI,0,14
10,0.386576842450644,0.239158834285993,16.0236418971615,44.6666666666667,454,GB-BI,0,14
11,0.386576842450644,0.243305244800971,16.3014514016651,44.6666666666667,502,GB-BI,0,14
12,0.386576842450644,0.246891208170803,16.7886021556146,45.3333333333333,548,GB-BI,0,14
13,0.386576842450644,0.249496535874291,17.4647575112004,46.6666666666667,601,GB-BI,0,14
14,0.386576842450644,0.253175339898722,17.7222737929106,46.6666666666667,644,GB-BI,0,14
15,0.386576842450644,0.258430412069894,18.0901288448926,46.6666666666667,690,GB-BI,0,14
16,0.386576842450644,0.262018595120634,18.603320253565,47.3333333333333,741,GB-BI,0,14
17,0.386576842450644,0.265477965952863,18.8489355826533,47.3333333333333,791,GB-BI,0,14
18,0.394111744619439,0.266248099297687,19.1698631494335,48,838,GB-BI,0,14
19,0.394111744619439,0.267596550408514,19.266951629413,48,887,GB-BI,0,14
20,0.394111744619439,0.27109279768784,19.5186814335245,48,929,GB-BI,0,14
21,0.394111744619439,0.270441828019281,20.0126952734268,49.3333333333333,983,GB-BI,0,14
22,0.394111744619439,0.272792115093215,20.1866165168979,49.3333333333333,1037,GB-BI,0,14
23,0.394111744619439,0.274214119866308,20.5660589899731,50,1089,GB-BI,0,14
24,0.394111744619439,0.27558877174858,20.6691578811435,50,1144,GB-BI,0,14
25,0.394111744619439,0.276948734529246,21.0481038242227,50.6666666666667,1201,GB-BI,0,14
26,0.394111744619439,0.275322902433456,21.750509292243,52.6666666666667,1258,GB-BI,0,14
27,0.394111744619439,0.270931140572873,22.4872846675484,55.3333333333333,1319,GB-BI,0,14
28,0.394111744619439,0.272516223733263,22.8913627935941,56,1374,GB-BI,0,14
29,0.394111744619439,0.273590823706116,22.9816291913138,56,1425,GB-BI,0,14
30,0.40040438287655,0.274473945278922,23.0558114034295,56,1474,GB-BI,0,14
31,0.40040438287655,0.275413210216887,23.1347096582185,56,1500,GB-BI,0,14
0,0.146813372250642,0.084183489791434,0.673467918331476,5.33333333333333,24,GB-BI,1,15
1,0.146813372250642,0.063573757567577,1.84363896945975,19.3333333333333,53,GB-BI,1,15
2,0.175882959688961,0.065133398919682,2.865869552466,29.3333333333333,93,GB-BI,1,15
3,0.175882959688961,0.068900848717954,3.72064583076952,36,141,GB-BI,1,15
4,0.216250337694917,0.076468602099207,4.20577311545637,36.6666666666667,187,GB-BI,1,15
5,0.216250337694917,0.084020731087168,4.78918167196858,38,233,GB-BI,1,15
6,0.216250337694917,0.086504248858114,5.36326342920308,41.3333333333333,282,GB-BI,1,15
7,0.216250337694917,0.086688092772524,5.46134984466901,42,331,GB-BI,1,15
8,0.216250337694917,0.088141535504639,5.81734134330618,44,379,GB-BI,1,15
9,0.216250337694917,0.093599701512956,6.17758029985513,44,425,GB-BI,1,15
10,0.216250337694917,0.095668789254384,6.31414009078937,44,471,GB-BI,1,15
11,0.216250337694917,0.096931909931176,6.39750605545763,44,515,GB-BI,1,15
12,0.216250337694917,0.096413152531243,6.6525075246558,46,566,GB-BI,1,15
13,0.221862441099933,0.098621905507168,6.90353338550176,46.6666666666667,605,GB-BI,1,15
14,0.221862441099933,0.099955775885876,6.99690431201131,46.6666666666667,649,GB-BI,1,15
15,0.221862441099933,0.102124219821271,7.14869538748899,46.6666666666667,692,GB-BI,1,15
16,0.221862441099933,0.106201181465239,7.43408270256675,46.6666666666667,730,GB-BI,1,15
17,0.221862441099933,0.113795027701572,7.96565193911005,46.6666666666667,778,GB-BI,1,15
18,0.221862441099933,0.114737512201951,8.03162585413654,46.6666666666667,823,GB-BI,1,15
19,0.221862441099933,0.115074071848469,8.28533317308975,48,868,GB-BI,1,15
20,0.221862441099933,0.112513069418497,8.43848020638728,50,919,GB-BI,1,15
21,0.231724223716631,0.112790097142056,8.57204738279623,50.6666666666667,970,GB-BI,1,15
22,0.231724223716631,0.115225317727181,8.75712414726577,50.6666666666667,1014,GB-BI,1,15
23,0.231724223716631,0.116960755213256,8.88901739620747,50.6666666666667,1064,GB-BI,1,15
24,0.231724223716631,0.11779320190798,9.18786974882241,52,1121,GB-BI,1,15
25,0.231724223716631,0.119283575943688,9.30411892360768,52,1169,GB-BI,1,15
26,0.231724223716631,0.120735317748611,9.53809010214025,52.6666666666667,1212,GB-BI,1,15
27,0.231724223716631,0.122063742644797,9.64303566893895,52.6666666666667,1261,GB-BI,1,15
28,0.231724223716631,0.122779404403613,9.82235235228903,53.3333333333333,1315,GB-BI,1,15
29,0.231724223716631,0.124367819015996,9.94942552127967,53.3333333333333,1364,GB-BI,1,15
30,0.231724223716631,0.125444025759605,10.0355220607684,53.3333333333333,1406,GB-BI,1,15
31,0.231724223716631,0.126352725196779,10.2345707409391,54,1459,GB-BI,1,15
32,0.231724223716631,0.128097983798358,10.375936687667,54,1500,GB-BI,1,15
0,0.254423670405467,0.196811796365834,2.36174155639,8,27,GB-BI,0,16
1,0.333712871892955,0.199647426661311,6.98765993314588,23.3333333333333,62,GB-BI,0,16
2,0.333712871892955,0.214319389653743,8.57277558614974,26.6666666666667,97,GB-BI,0,16
3,0.378147601258139,0.21614808238916,10.807404119458,33.3333333333333,144,GB-BI,0,16
4,0.378147601258139,0.226358080904563,11.9969782879419,35.3333333333333,188,GB-BI,0,16
5,0.378147601258139,0.233701679221753,12.8535923571964,36.6666666666667,230,GB-BI,0,16
6,0.378147601258139,0.239807353714166,13.1894044542791,36.6666666666667,268,GB-BI,0,16
7,0.378147601258139,0.239814498667235,14.1490554213669,39.3333333333333,316,GB-BI,0,16
8,0.378147601258139,0.242033833702966,14.5220300221779,40,367,GB-BI,0,16
9,0.378147601258139,0.248485214585501,14.9091128751301,40,404,GB-BI,0,16
10,0.378147601258139,0.251818027955052,15.6127177332132,41.3333333333333,455,GB-BI,0,16
11,0.378147601258139,0.2530703296469,16.7026417566954,44,512,GB-BI,0,16
12,0.378147601258139,0.256153841594664,16.9061535452478,44,560,GB-BI,0,16
13,0.378147601258139,0.25638437428189,17.9469061997323,46.6666666666667,623,GB-BI,0,16
14,0.378147601258139,0.25568357761453,18.6649011658607,48.6666666666667,681,GB-BI,0,16
15,0.378147601258139,0.256959382467867,19.0149943026222,49.3333333333333,734,GB-BI,0,16
16,0.378147601258139,0.259024661270275,19.6858742565409,50.6666666666667,795,GB-BI,0,16
17,0.378147601258139,0.260930246784494,19.8306987556215,50.6666666666667,852,GB-BI,0,16
18,0.378147601258139,0.259011088703203,20.461876007553,52.6666666666667,911,GB-BI,0,16
19,0.378147601258139,0.260269476261783,20.8215581009426,53.3333333333333,967,GB-BI,0,16
20,0.378147601258139,0.26159230452107,21.1889766662066,54,1024,GB-BI,0,16
21,0.378147601258139,0.262669509505982,21.2762302699846,54,1085,GB-BI,0,16
22,0.378147601258139,0.264080682309799,21.3905352670938,54,1141,GB-BI,0,16
23,0.378147601258139,0.266572179102593,21.59234650731,54,1197,GB-BI,0,16
24,0.378147601258139,0.268141200717573,21.7194372581234,54,1256,GB-BI,0,16
25,0.378147601258139,0.268623712982635,22.0271444645761,54.6666666666667,1309,GB-BI,0,16
26,0.378147601258139,0.269534268328396,22.1018100029285,54.6666666666667,1369,GB-BI,0,16
27,0.378147601258139,0.271363718971827,22.2518249556898,54.6666666666667,1431,GB-BI,0,16
28,0.378147601258139,0.270161609105555,22.6935751648666,56,1494,GB-BI,0,16
29,0.378147601258139,0.270784884392426,22.7459302889638,56,1500,GB-BI,0,16
0,0.133565482911159,0.062195255771986,0.559757301947872,6,21,GB-BI,1,17
1,0.169228176535601,0.054421170557121,1.63263511671363,20,50,GB-BI,1,17
2,0.169228176535601,0.061077293533275,2.38201444779773,26,84,GB-BI,1,17
3,0.244410567242297,0.081227232930222,3.49277101599956,28.6666666666667,119,GB-BI,1,17
4,0.244410567242297,0.089141079211515,4.18963072294122,31.3333333333333,155,GB-BI,1,17
5,0.244410567242297,0.092290676843243,4.61453384216213,33.3333333333333,195,GB-BI,1,17
6,0.244410567242297,0.098859542861856,4.94297714309281,33.3333333333333,231,GB-BI,1,17
7,0.244410567242297,0.099407621437034,5.16919631472574,34.6666666666667,267,GB-BI,1,17
8,0.244410567242297,0.103487389325005,5.48483163422525,35.3333333333333,305,GB-BI,1,17
9,0.244410567242297,0.106018388163181,5.61897457264861,35.3333333333333,336,GB-BI,1,17
